,winner
11489,0
11490,0
11491,0
11492,1
11493,0
11494,1
11495,0
11496,1
11497,0
11498,1
11499,1
11500,0
11501,0
11502,0
11503,1
11504,0
11505,0
11506,1
11507,1
11508,1
11509,0
11510,0
11511,1
11512,1
11513,0
11514,0
11515,0
11516,1
11517,0
11518,1
11519,1
11520,1
11521,0
11522,0
11523,0
11524,0
11525,1
11526,0
11527,1
11528,1
11529,0
11530,0
11531,1
11532,0
11533,1
11534,0
11535,1
11536,1
11537,1
11538,0
11539,1
11540,0
11541,0
11542,0
11543,1
11544,1
11545,0
11546,0
11547,0
11548,1
11549,0
11550,1
11551,0
11552,0
11553,0
11554,1
11555,1
11556,1
11557,1
11558,0
11559,1
11560,1
11561,0
11562,1
11563,1
11564,1
11565,1
11566,1
11567,1
11568,1
11569,0
11570,0
11571,0
11572,0
11573,0
11574,0
11575,1
11576,1
11577,1
11578,0
11579,0
11580,0
11581,1
11582,1
11583,0
11584,0
11585,1
11586,0
11587,0
11588,0
11589,1
11590,1
11591,1
11592,0
11593,1
11594,1
11595,1
11596,1
11597,1
11598,1
11599,0
11600,0
11601,1
11602,1
11603,1
11604,1
11605,1
11606,0
11607,1
11608,1
11609,0
11610,1
11611,0
11612,1
11613,1
11614,0
11615,0
11616,0
11617,0
11618,1
11619,1
11620,1
11621,0
11622,0
11623,1
11624,1
11625,1
11626,0
11627,0
11628,1
11629,0
11630,1
11631,0
11632,1
11633,0
11634,0
11635,1
11636,1
11637,1
11638,0
11639,0
11640,1
11641,1
11642,0
11643,1
11644,1
11645,1
11646,1
11647,1
11648,0
11649,1
11650,1
11651,1
11652,1
11653,1
11654,1
11655,0
11656,1
11657,1
11658,1
11659,1
11660,0
11661,0
11662,0
11663,1
11664,1
11665,0
11666,0
11667,0
11668,1
11669,0
11670,1
11671,0
11672,1
11673,0
11674,1
11675,1
11676,0
11677,1
11678,1
11679,1
11680,1
11681,1
11682,0
11683,0
11684,0
11685,1
11686,1
11687,1
11688,0
11689,0
11690,0
11691,0
11692,1
11693,1
11694,0
11695,0
11696,0
11697,0
11698,0
11699,1
11700,1
11701,0
11702,1
11703,1
11704,0
11705,1
11706,1
11707,1
11708,0
11709,0
11710,0
11711,0
11712,1
11713,1
11714,0
11715,0
11716,1
11717,0
11718,0
11719,0
11720,0
11721,1
11722,0
11723,1
11724,1
11725,1
11726,0
11727,0
11728,1
11729,0
11730,1
11731,0
11732,0
11733,0
11734,0
11735,0
11736,0
11737,1
11738,1
11739,1
11740,1
11741,1
11742,0
11743,1
11744,1
11745,0
11746,0
11747,1
11748,0
11749,0
11750,0
11751,1
11752,0
11753,1
11754,0
11755,0
11756,1
11757,0
11758,1
11759,1
11760,0
11761,1
11762,1
11763,1
11764,1
11765,0
11766,1
11767,0
11768,1
11769,1
11770,0
11771,0
11772,0
11773,0
11774,1
11775,0
11776,1
11777,0
11778,0
11779,0
11780,0
11781,0
11782,0
11783,0
11784,1
11785,1
11786,1
11787,1
11788,0
11789,1
11790,1
11791,1
11792,0
11793,1
11794,0
11795,1
11796,0
11797,0
11798,0
11799,0
11800,0
11801,0
11802,0
11803,1
11804,1
11805,0
11806,0
11807,1
11808,1
11809,1
11810,1
11811,0
11812,0
11813,1
11814,0
11815,0
11816,0
11817,1
11818,0
11819,1
11820,0
11821,0
11822,1
11823,0
11824,1
11825,0
11826,0
11827,0
11828,0
11829,0
11830,0
11831,1
11832,0
11833,0
11834,0
11835,0
11836,1
11837,0
11838,1
11839,0
11840,1
11841,1
11842,0
11843,0
11844,0
11845,0
11846,1
11847,1
11848,1
11849,0
11850,0
11851,1
11852,1
11853,0
11854,1
11855,0
11856,1
11857,0
11858,0
11859,1
11860,1
11861,0
11862,0
11863,0
11864,1
11865,0
11866,1
11867,0
11868,0
11869,1
11870,0
11871,0
11872,1
11873,0
11874,1
11875,1
11876,0
11877,1
11878,0
11879,0
11880,1
11881,0
11882,0
11883,0
11884,0
11885,0
11886,0
11887,1
11888,0
11889,0
11890,0
11891,0
11892,1
11893,1
11894,1
11895,0
11896,0
11897,1
11898,0
11899,0
11900,0
11901,1
11902,1
11903,0
11904,0
11905,1
11906,1
11907,1
11908,1
11909,1
11910,1
11911,1
11912,1
11913,0
11914,1
11915,0
11916,1
11917,1
11918,0
11919,0
11920,1
11921,0
11922,1
11923,1
11924,1
11925,0
11926,1
11927,1
11928,0
11929,1
11930,1
11931,0
11932,0
11933,1
11934,1
11935,0
11936,1
11937,0
11938,0
11939,0
11940,1
11941,1
11942,1
11943,0
11944,1
11945,1
11946,0
11947,0
11948,1
11949,1
11950,0
11951,1
11952,0
11953,0
11954,0
11955,0
11956,1
11957,0
11958,0
11959,0
11960,0
11961,0
11962,1
11963,0
11964,0
11965,1
11966,1
11967,1
11968,0
11969,0
11970,0
11971,0
11972,0
11973,1
11974,0
11975,1
11976,1
11977,1
11978,1
11979,0
11980,1
11981,1
11982,0
11983,1
11984,1
11985,1
11986,1
11987,0
11988,1
11989,0
11990,0
11991,0
11992,0
11993,1
11994,1
11995,1
11996,0
11997,0
11998,1
11999,1
12000,1
12001,1
12002,0
12003,0
12004,1
12005,0
12006,1
12007,1
12008,1
12009,0
12010,1
12011,0
12012,0
12013,0
12014,0
12015,0
12016,1
12017,1
12018,1
12019,0
12020,0
12021,0
12022,0
12023,1
12024,0
12025,0
12026,1
12027,0
12028,0
12029,0
12030,0
12031,0
12032,1
12033,1
12034,1
12035,0
12036,0
12037,0
12038,1
12039,1
12040,0
12041,1
12042,1
12043,1
12044,0
12045,1
12046,0
12047,1
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,0
12055,1
12056,1
12057,0
12058,1
12059,0
12060,0
12061,1
12062,1
12063,1
12064,1
12065,1
12066,1
12067,1
12068,1
12069,1
12070,1
12071,1
12072,1
12073,1
12074,0
12075,0
12076,1
12077,0
12078,0
12079,0
12080,1
12081,1
12082,1
12083,1
12084,1
12085,1
12086,0
12087,0
12088,0
12089,1
12090,0
12091,1
12092,0
12093,1
12094,0
12095,1
12096,0
12097,1
12098,1
12099,1
12100,1
12101,0
12102,1
12103,1
12104,0
12105,0
12106,0
12107,1
12108,0
12109,1
12110,1
12111,0
12112,0
12113,1
12114,0
12115,0
12116,0
12117,1
12118,0
12119,1
12120,0
12121,0
12122,1
12123,1
12124,0
12125,1
12126,1
12127,0
12128,1
12129,1
12130,0
12131,0
12132,0
12133,1
12134,1
12135,0
12136,1
12137,1
12138,0
12139,0
12140,1
12141,0
12142,1
12143,0
12144,1
12145,0
12146,0
12147,1
12148,1
12149,1
12150,0
12151,0
12152,0
12153,1
12154,0
12155,1
12156,0
12157,1
12158,1
12159,1
12160,1
12161,1
12162,1
12163,1
12164,0
12165,1
12166,1
12167,0
12168,0
12169,1
12170,1
12171,1
12172,0
12173,0
12174,1
12175,0
12176,0
12177,0
12178,0
12179,0
12180,0
12181,0
12182,0
12183,1
12184,0
12185,0
12186,1
12187,0
12188,0
12189,1
12190,1
12191,0
12192,1
12193,1
12194,1
12195,1
12196,1
12197,1
12198,1
12199,0
12200,1
12201,1
12202,1
12203,0
12204,0
12205,0
12206,1
12207,1
12208,1
12209,1
12210,0
12211,0
12212,1
12213,1
12214,1
12215,0
12216,1
12217,0
12218,1
12219,1
12220,1
12221,0
12222,1
12223,0
12224,1
12225,1
12226,1
12227,1
12228,1
12229,1
12230,1
12231,0
12232,1
12233,1
12234,1
12235,1
12236,1
12237,0
12238,1
12239,0
12240,1
12241,0
12242,0
12243,1
12244,1
12245,1
12246,1
12247,1
12248,0
12249,1
12250,1
12251,0
12252,1
12253,0
12254,1
12255,1
12256,0
12257,0
12258,0
12259,0
12260,0
12261,1
12262,0
12263,0
12264,0
12265,1
12266,1
12267,0
12268,0
12269,0
12270,0
12271,0
12272,1
12273,0
12274,0
12275,0
12276,0
12277,1
12278,0
12279,0
12280,1
12281,1
12282,0
12283,1
12284,0
12285,1
12286,0
12287,1
12288,0
12289,0
12290,1
12291,0
12292,0
12293,0
12294,1
12295,0
12296,1
12297,1
12298,1
12299,1
12300,1
12301,0
12302,1
12303,0
12304,0
12305,0
12306,0
12307,1
12308,0
12309,0
12310,1
12311,1
12312,0
12313,0
12314,0
12315,1
12316,1
12317,1
12318,1
12319,1
12320,0
12321,0
12322,0
12323,0
12324,0
12325,0
12326,0
12327,1
12328,1
12329,0
12330,0
12331,1
12332,1
12333,1
12334,1
12335,1
12336,1
12337,1
12338,1
12339,0
12340,1
12341,1
12342,1
12343,0
12344,1
12345,1
12346,0
12347,1
12348,0
12349,0
12350,0
12351,1
12352,1
12353,0
12354,1
12355,1
12356,1
12357,1
12358,1
12359,1
12360,0
12361,1
12362,1
12363,1
12364,1
12365,0
12366,0
12367,1
12368,1
12369,0
12370,0
12371,1
12372,1
12373,0
12374,0
12375,0
12376,0
12377,1
12378,0
12379,0
12380,0
12381,1
12382,1
12383,0
12384,1
12385,0
12386,0
12387,1
12388,0
12389,1
12390,0
12391,0
12392,0
12393,0
12394,1
12395,0
12396,1
12397,1
12398,1
12399,1
12400,0
12401,0
12402,1
12403,1
12404,1
12405,1
12406,0
12407,0
12408,0
12409,0
12410,0
12411,0
12412,1
12413,0
12414,0
12415,1
12416,1
12417,1
12418,1
12419,0
12420,1
12421,1
12422,1
12423,1
12424,0
12425,0
12426,0
12427,1
12428,1
12429,1
12430,1
12431,1
12432,0
12433,0
12434,0
12435,0
12436,0
12437,1
12438,1
12439,0
12440,1
12441,1
12442,1
12443,1
12444,0
12445,0
12446,1
12447,0
12448,1
12449,1
12450,1
12451,0
12452,1
12453,1
12454,0
12455,1
12456,1
12457,0
12458,1
12459,1
12460,0
12461,0
12462,0
12463,0
12464,0
12465,0
12466,0
12467,1
12468,1
12469,0
12470,0
12471,1
12472,1
12473,0
12474,1
12475,1
12476,1
12477,0
12478,1
12479,1
12480,0
12481,0
12482,1
12483,1
12484,0
12485,1
12486,1
12487,0
12488,0
12489,1
12490,1
12491,0
12492,0
12493,0
12494,1
12495,0
12496,1
12497,0
12498,0
12499,1
12500,1
12501,1
12502,1
12503,0
12504,0
12505,1
12506,1
12507,1
12508,0
12509,0
12510,0
12511,1
12512,0
12513,0
12514,0
12515,0
12516,1
12517,0
12518,1
12519,1
12520,0
12521,0
12522,0
12523,0
12524,0
12525,1
12526,0
12527,1
12528,1
12529,1
12530,0
12531,0
12532,1
12533,0
12534,1
12535,0
12536,0
12537,0
12538,1
12539,1
12540,0
12541,1
12542,0
12543,1
12544,1
12545,1
12546,0
12547,1
12548,0
12549,0
12550,1
12551,0
12552,1
12553,1
12554,0
12555,1
12556,1
12557,0
12558,0
12559,0
12560,0
12561,0
12562,1
12563,1
12564,0
12565,0
12566,1
12567,0
12568,1
12569,0
12570,0
12571,1
12572,1
12573,1
12574,0
12575,0
12576,1
12577,0
12578,0
12579,0
12580,0
12581,1
12582,0
12583,0
12584,0
12585,0
12586,0
12587,1
12588,1
12589,1
12590,1
12591,1
12592,0
12593,1
12594,1
12595,1
12596,0
12597,0
12598,1
12599,0
12600,0
12601,1
12602,1
12603,0
12604,1
12605,0
12606,0
12607,1
12608,1
12609,0
12610,1
12611,0
12612,0
12613,0
12614,1
12615,1
12616,1
12617,1
12618,1
12619,0
12620,0
12621,0
12622,0
12623,1
12624,0
12625,1
12626,0
12627,0
12628,0
12629,1
12630,1
12631,1
12632,0
12633,0
12634,0
12635,0
12636,0
12637,0
12638,1
12639,1
12640,0
12641,1
12642,1
12643,1
12644,1
12645,0
12646,0
12647,0
12648,1
12649,1
12650,0
12651,1
12652,1
12653,0
12654,0
12655,1
12656,0
12657,1
12658,1
12659,1
12660,0
12661,1
12662,1
12663,0
12664,1
12665,1
12666,1
12667,1
12668,1
12669,0
12670,1
12671,1
12672,0
12673,0
12674,1
12675,1
12676,1
12677,1
12678,1
12679,1
12680,1
12681,0
12682,1
12683,0
12684,0
12685,1
12686,0
12687,0
12688,0
12689,1
12690,1
12691,0
12692,1
12693,1
12694,1
12695,0
12696,0
12697,1
12698,0
12699,0
12700,1
12701,1
12702,0
12703,1
12704,1
12705,1
12706,0
12707,0
12708,0
12709,0
12710,0
12711,0
12712,0
12713,0
12714,0
12715,1
12716,1
12717,1
12718,0
12719,0
12720,0
12721,1
12722,0
12723,0
12724,1
12725,1
12726,1
12727,0
12728,0
12729,1
12730,1
12731,0
12732,1
12733,0
12734,0
12735,0
12736,1
12737,1
12738,1
12739,1
12740,1
12741,0
12742,0
12743,0
12744,0
12745,0
12746,0
12747,0
12748,0
12749,1
12750,1
12751,0
12752,1
12753,0
12754,0
12755,0
12756,1
12757,1
12758,0
12759,1
12760,1
12761,1
12762,1
12763,1
12764,0
12765,1
12766,0
12767,1
12768,0
12769,0
12770,1
12771,1
12772,1
12773,1
12774,1
12775,1
12776,1
12777,1
12778,0
12779,1
12780,0
12781,0
12782,0
12783,0
12784,0
12785,1
12786,1
12787,1
12788,0
12789,1
12790,0
12791,0
12792,0
12793,0
12794,0
12795,0
12796,1
12797,0
12798,1
12799,0
12800,0
12801,1
12802,0
12803,1
12804,0
12805,1
12806,1
12807,1
12808,1
12809,1
12810,0
12811,0
12812,1
12813,1
12814,0
12815,0
12816,0
12817,1
12818,0
12819,1
12820,0
12821,0
12822,1
12823,1
12824,0
12825,0
12826,0
12827,1
12828,1
12829,0
12830,1
12831,0
12832,0
12833,0
12834,0
12835,1
12836,0
12837,1
12838,1
12839,1
12840,0
12841,0
12842,1
12843,1
12844,1
12845,0
12846,1
12847,0
12848,1
12849,1
12850,0
12851,0
12852,1
12853,1
12854,0
12855,1
12856,1
12857,1
12858,0
12859,1
12860,0
12861,1
12862,0
12863,0
12864,0
12865,1
12866,1
12867,0
12868,0
12869,0
12870,0
12871,1
12872,0
12873,0
12874,1
12875,1
12876,0
12877,1
12878,1
12879,1
12880,1
12881,1
12882,0
12883,1
12884,1
12885,1
12886,1
12887,0
12888,1
12889,0
12890,0
12891,1
12892,0
12893,0
12894,1
12895,1
12896,0
12897,1
12898,0
12899,1
12900,0
12901,1
12902,0
12903,1
12904,0
12905,1
12906,1
12907,1
12908,0
12909,0
12910,0
12911,1
12912,0
12913,1
12914,1
12915,1
12916,0
12917,1
12918,1
12919,0
12920,0
12921,0
12922,1
12923,0
12924,1
12925,0
12926,1
12927,0
12928,0
12929,0
12930,0
12931,1
12932,0
12933,1
12934,1
12935,0
12936,1
12937,0
12938,0
12939,0
12940,1
12941,0
12942,0
12943,1
12944,0
12945,0
12946,1
12947,1
12948,0
12949,0
12950,1
12951,0
12952,1
12953,1
12954,1
12955,0
12956,0
12957,0
12958,1
12959,1
12960,0
12961,0
12962,1
12963,0
12964,0
12965,1
12966,1
12967,0
12968,0
12969,1
12970,1
12971,1
12972,1
12973,1
12974,1
12975,1
12976,1
12977,1
12978,1
12979,0
12980,0
12981,0
12982,0
12983,0
12984,1
12985,1
12986,1
12987,0
12988,1
12989,0
12990,1
12991,0
12992,0
12993,0
12994,0
12995,1
12996,1
12997,1
12998,0
12999,1
13000,0
13001,0
13002,0
13003,1
13004,0
13005,1
13006,1
13007,0
13008,0
13009,0
13010,0
13011,0
13012,0
13013,1
13014,0
13015,0
13016,0
13017,0
13018,1
13019,0
13020,0
13021,0
13022,0
13023,1
13024,0
13025,1
13026,0
13027,1
13028,1
13029,0
13030,1
13031,0
13032,1
13033,0
13034,0
13035,0
13036,0
13037,1
13038,0
13039,0
13040,1
13041,1
13042,1
13043,0
13044,1
13045,0
13046,0
13047,0
13048,1
13049,0
13050,0
13051,0
13052,0
13053,0
13054,1
13055,0
13056,0
13057,0
13058,0
13059,0
13060,0
13061,1
13062,0
13063,1
13064,0
13065,1
13066,0
13067,1
13068,0
13069,1
13070,0
13071,0
13072,0
13073,0
13074,0
13075,1
13076,1
13077,0
13078,1
13079,0
13080,1
13081,0
13082,0
13083,1
13084,1
13085,0
13086,0
13087,1
13088,1
13089,0
13090,0
13091,1
13092,1
13093,0
13094,1
13095,0
13096,1
13097,1
13098,1
13099,1
13100,1
13101,1
13102,1
13103,0
13104,0
13105,1
13106,0
13107,0
13108,1
13109,1
13110,1
13111,0
13112,1
13113,1
13114,0
13115,1
13116,1
13117,1
13118,0
13119,1
13120,1
13121,1
13122,0
13123,0
13124,0
13125,1
13126,1
13127,1
13128,0
13129,0
13130,1
13131,0
13132,0
13133,1
13134,0
13135,1
13136,1
13137,1
13138,1
13139,0
13140,0
13141,0
13142,0
13143,0
13144,0
13145,0
13146,0
13147,0
13148,0
13149,1
13150,0
13151,0
13152,0
13153,1
13154,1
13155,0
13156,1
13157,0
13158,0
13159,0
13160,1
13161,1
13162,1
13163,0
13164,0
13165,1
13166,1
13167,0
13168,0
13169,1
13170,0
13171,0
13172,0
13173,1
13174,1
13175,1
13176,0
13177,1
13178,1
13179,0
13180,0
13181,0
13182,1
13183,1
13184,1
13185,0
13186,0
13187,0
13188,1
13189,1
13190,1
13191,0
13192,1
13193,1
13194,0
13195,1
13196,1
13197,1
13198,1
13199,0
13200,1
13201,1
13202,0
13203,1
13204,0
13205,0
13206,0
13207,1
13208,1
13209,0
13210,1
13211,0
13212,0
13213,0
13214,0
13215,1
13216,1
13217,0
13218,0
13219,1
13220,0
13221,1
13222,1
13223,1
13224,0
13225,0
13226,1
13227,1
13228,0
13229,0
13230,1
13231,0
13232,1
13233,0
13234,0
13235,0
13236,1
13237,0
13238,0
13239,0
13240,0
13241,0
13242,0
13243,0
13244,0
13245,1
13246,1
13247,1
13248,0
13249,0
13250,1
13251,0
13252,0
13253,1
13254,0
13255,0
13256,1
13257,1
13258,1
13259,0
13260,0
13261,1
13262,0
13263,0
13264,1
13265,1
13266,0
13267,0
13268,1
13269,0
13270,1
13271,1
13272,0
13273,1
13274,0
13275,1
13276,0
13277,0
13278,0
13279,1
13280,0
13281,1
13282,0
13283,1
13284,1
13285,0
13286,1
13287,1
13288,0
13289,0
13290,0
13291,0
13292,1
13293,0
13294,0
13295,1
13296,0
13297,0
13298,1
13299,0
13300,1
13301,0
13302,0
13303,1
13304,0
13305,1
13306,1
13307,0
13308,0
13309,0
13310,0
13311,1
13312,0
13313,1
13314,1
13315,0
13316,1
13317,0
13318,0
13319,0
13320,0
13321,1
13322,0
13323,1
13324,0
13325,1
13326,0
13327,0
13328,1
13329,0
13330,1
13331,0
13332,0
13333,0
13334,0
13335,1
13336,0
13337,0
13338,1
13339,1
13340,0
13341,1
13342,0
13343,0
13344,1
13345,1
13346,1
13347,1
13348,0
13349,0
13350,1
13351,0
13352,1
13353,0
13354,0
13355,0
13356,0
13357,0
13358,1
13359,1
13360,1
13361,0
13362,1
13363,0
13364,0
13365,1
13366,1
13367,1
13368,0
13369,0
13370,0
13371,1
13372,1
13373,0
13374,0
13375,1
13376,1
13377,0
13378,1
13379,1
13380,1
13381,0
13382,1
13383,1
13384,1
13385,1
13386,0
13387,1
13388,0
13389,1
13390,1
13391,0
13392,1
13393,1
13394,0
13395,0
13396,0
13397,0
13398,1
13399,0
13400,0
13401,0
13402,0
13403,0
13404,0
13405,1
13406,0
13407,0
13408,0
13409,0
13410,1
13411,0
13412,1
13413,0
13414,0
13415,1
13416,1
13417,0
13418,1
13419,0
13420,0
13421,1
13422,1
13423,1
13424,0
13425,1
13426,1
13427,1
13428,1
13429,0
13430,1
13431,1
13432,1
13433,0
13434,1
13435,0
13436,0
13437,0
13438,1
13439,0
13440,1
13441,1
13442,1
13443,1
13444,1
13445,1
13446,0
13447,0
13448,1
13449,0
13450,1
13451,0
13452,0
13453,0
13454,1
13455,0
13456,1
13457,0
13458,0
13459,0
13460,0
13461,0
13462,1
13463,1
13464,0
13465,0
13466,0
13467,1
13468,0
13469,0
13470,1
13471,0
13472,1
13473,1
13474,1
13475,1
13476,0
13477,0
13478,0
13479,1
13480,0
13481,1
13482,0
13483,0
13484,1
13485,0
13486,0
13487,0
13488,1
13489,0
13490,1
13491,1
13492,1
13493,0
13494,1
13495,0
13496,1
13497,0
13498,1
13499,1
13500,0
13501,1
13502,0
13503,1
13504,1
13505,0
13506,0
13507,1
13508,1
13509,1
13510,1
13511,0
13512,1
13513,0
13514,0
13515,0
13516,0
13517,0
13518,1
13519,1
13520,0
13521,0
13522,1
13523,0
13524,1
13525,1
13526,0
13527,1
13528,1
13529,0
13530,1
13531,0
13532,1
13533,0
13534,1
13535,1
13536,0
13537,0
13538,1
13539,1
13540,0
13541,1
13542,0
13543,0
13544,1
13545,0
13546,1
13547,1
13548,1
13549,0
13550,1
13551,0
13552,0
13553,1
13554,1
13555,0
13556,1
13557,0
13558,1
13559,1
13560,0
13561,0
13562,1
13563,1
13564,1
13565,1
13566,1
13567,0
13568,0
13569,0
13570,1
13571,0
13572,0
13573,0
13574,1
13575,0
13576,0
13577,0
13578,1
13579,1
13580,1
13581,0
13582,1
13583,0
13584,1
13585,1
13586,1
13587,0
13588,1
13589,0
13590,1
13591,0
13592,0
13593,1
13594,1
13595,1
13596,0
13597,0
13598,0
13599,0
13600,1
13601,1
13602,0
13603,1
13604,1
13605,0
13606,0
13607,1
13608,1
13609,1
13610,1
13611,0
13612,0
13613,0
13614,1
13615,1
13616,0
13617,1
13618,1
13619,1
13620,0
13621,0
13622,0
13623,1
13624,0
13625,1
13626,0
13627,1
13628,0
13629,0
13630,0
13631,0
13632,1
13633,1
13634,1
13635,0
13636,1
13637,1
13638,0
13639,0
13640,1
13641,1
13642,1
13643,1
13644,0
13645,0
13646,1
13647,1
13648,0
13649,0
13650,1
13651,0
13652,1
13653,1
13654,0
13655,0
13656,1
13657,1
13658,1
13659,1
13660,0
13661,0
13662,1
13663,0
13664,0
13665,0
13666,0
13667,0
13668,1
13669,0
13670,0
13671,1
13672,1
13673,1
13674,1
13675,1
13676,1
13677,0
13678,0
13679,0
13680,0
13681,0
13682,0
13683,1
13684,0
13685,1
13686,1
13687,0
13688,1
13689,1
13690,1
13691,1
13692,0
13693,1
13694,0
13695,1
13696,0
13697,0
13698,1
13699,1
13700,0
13701,1
13702,0
13703,0
13704,1
13705,0
13706,1
13707,0
13708,0
13709,1
13710,1
13711,1
13712,1
13713,1
13714,0
13715,0
13716,0
13717,1
13718,0
13719,1
13720,0
13721,1
13722,1
13723,1
13724,0
13725,1
13726,1
13727,1
13728,0
13729,0
13730,1
13731,1
13732,1
13733,0
13734,0
13735,1
13736,1
13737,0
13738,1
13739,0
13740,1
13741,1
13742,1
13743,0
13744,0
13745,1
13746,0
13747,1
13748,0
13749,1
13750,0
13751,0
13752,0
13753,1
13754,0
13755,0
13756,0
13757,1
13758,0
13759,1
13760,1
13761,1
13762,0
13763,1
13764,0
13765,0
13766,0
13767,1
13768,0
13769,1
13770,1
13771,1
13772,0
13773,1
13774,1
13775,1
13776,0
13777,1
13778,1
13779,1
13780,0
13781,1
13782,1
13783,1
13784,1
13785,1
13786,0
13787,1
13788,1
13789,0
13790,1
13791,0
13792,1
13793,1
13794,1
13795,1
13796,0
13797,1
13798,1
13799,0
13800,0
13801,1
13802,0
13803,1
13804,0
13805,1
13806,1
13807,1
13808,0
13809,1
13810,1
13811,0
13812,0
13813,0
13814,0
13815,0
13816,0
13817,0
13818,1
13819,0
13820,0
13821,1
13822,1
13823,0
13824,0
13825,1
13826,1
13827,1
13828,1
13829,1
13830,1
13831,0
13832,0
13833,0
13834,1
13835,0
13836,0
13837,0
13838,1
13839,1
13840,0
13841,1
13842,0
13843,1
13844,0
13845,1
13846,1
13847,0
13848,0
13849,0
13850,1
13851,1
13852,0
13853,0
13854,0
13855,1
13856,1
13857,1
13858,1
13859,0
13860,1
13861,1
13862,1
13863,0
13864,1
13865,1
13866,1
13867,0
13868,0
13869,0
13870,1
13871,1
13872,1
13873,1
13874,0
13875,1
13876,0
13877,1
13878,1
13879,0
13880,0
13881,0
13882,1
13883,0
13884,1
13885,1
13886,0
13887,1
13888,0
13889,1
13890,1
13891,1
13892,1
13893,1
13894,0
13895,0
13896,0
13897,0
13898,1
13899,0
13900,1
13901,1
13902,0
13903,1
13904,1
13905,1
13906,1
13907,1
13908,1
13909,0
13910,1
13911,0
13912,1
13913,0
13914,1
13915,1
13916,0
13917,1
13918,0
13919,1
13920,1
13921,1
13922,0
13923,0
13924,1
13925,1
13926,1
13927,0
13928,1
13929,1
13930,1
13931,1
13932,0
13933,0
13934,0
13935,0
13936,0
13937,0
13938,1
13939,1
13940,0
13941,1
13942,1
13943,0
13944,0
13945,1
13946,1
13947,0
13948,0
13949,0
13950,0
13951,1
13952,1
13953,1
13954,0
13955,0
13956,1
13957,1
13958,0
13959,1
13960,1
13961,0
13962,1
13963,1
13964,0
13965,0
13966,0
13967,0
13968,0
13969,0
13970,0
13971,0
13972,0
13973,1
13974,0
13975,0
13976,1
13977,1
13978,1
13979,0
13980,0
13981,1
13982,1
13983,0
13984,1
13985,1
13986,0
13987,0
13988,0
13989,0
13990,1
13991,0
13992,0
13993,1
13994,1
13995,1
13996,0
13997,0
13998,1
13999,0
14000,1
14001,0
14002,0
14003,0
14004,0
14005,1
14006,1
14007,1
14008,0
14009,1
14010,1
14011,1
14012,0
14013,0
14014,1
14015,1
14016,0
14017,0
14018,0
14019,1
14020,0
14021,0
14022,1
14023,1
14024,1
14025,1
14026,1
14027,0
14028,1
14029,1
14030,0
14031,0
14032,1
14033,0
14034,0
14035,1
14036,1
14037,0
14038,1
14039,0
14040,1
14041,1
14042,1
14043,0
14044,1
14045,1
14046,0
14047,1
14048,1
14049,0
14050,0
14051,0
14052,0
14053,0
14054,0
14055,0
14056,0
14057,0
14058,1
14059,0
14060,1
14061,0
14062,1
14063,1
14064,0
14065,0
14066,1
14067,0
14068,1
14069,1
14070,1
14071,0
14072,1
14073,0
14074,0
14075,0
14076,0
14077,1
14078,0
14079,1
14080,0
14081,0
14082,1
14083,0
14084,1
14085,0
14086,0
14087,1
14088,1
14089,1
14090,1
14091,1
14092,1
14093,0
14094,1
14095,0
14096,1
14097,1
14098,0
14099,0
14100,0
14101,0
14102,1
14103,1
14104,1
14105,1
14106,0
14107,1
14108,0
14109,1
14110,1
14111,1
14112,1
14113,0
14114,1
14115,1
14116,1
14117,1
14118,1
14119,1
14120,0
14121,1
14122,1
14123,0
14124,1
14125,1
14126,1
14127,0
14128,0
14129,0
14130,1
14131,1
14132,1
14133,1
14134,1
14135,0
14136,0
14137,0
14138,0
14139,0
14140,1
14141,0
14142,1
14143,1
14144,0
14145,1
14146,0
14147,0
14148,0
14149,1
14150,0
14151,0
14152,0
14153,0
14154,0
14155,1
14156,1
14157,1
14158,1
14159,0
14160,1
14161,0
14162,1
14163,0
14164,0
14165,0
14166,0
14167,0
14168,1
14169,0
14170,0
14171,1
14172,0
14173,0
14174,0
14175,0
14176,0
14177,1
14178,0
14179,0
14180,0
14181,1
14182,1
14183,1
14184,0
14185,0
14186,1
14187,0
14188,0
14189,1
14190,0
14191,0
14192,1
14193,1
14194,0
14195,1
14196,0
14197,1
14198,1
14199,0
14200,0
14201,1
14202,1
14203,1
14204,0
14205,0
14206,0
14207,1
14208,0
14209,0
14210,0
14211,0
14212,0
14213,0
14214,1
14215,0
14216,1
14217,1
14218,1
14219,1
14220,0
14221,1
14222,0
14223,0
14224,0
14225,0
14226,1
14227,1
14228,1
14229,0
14230,1
14231,1
14232,0
14233,1
14234,1
14235,1
14236,0
14237,1
14238,0
14239,0
14240,0
14241,0
14242,0
14243,0
14244,0
14245,1
14246,1
14247,1
14248,0
14249,0
14250,0
14251,1
14252,0
14253,1
14254,0
14255,0
14256,1
14257,0
14258,0
14259,1
14260,1
14261,1
14262,1
14263,0
14264,0
14265,1
14266,0
14267,0
14268,0
14269,0
14270,0
14271,0
14272,1
14273,0
14274,1
14275,1
14276,1
14277,1
14278,1
14279,0
14280,0
14281,0
14282,1
14283,0
14284,1
14285,1
14286,0
14287,0
